logan level 6
6
187,68,48,255
bg3.png
rr.ogg
0,0,90
0

line;312.5,-24.999;674.999;0
line;312.5,25;675;0
line;-25,0;50;90
line;900,-462.5;375;-90
line;437.5,-725;775;180
line;25,-587.5;225;90
line;-375,-400;650;180
line;-412.5,-25;725;0
curve;649.999,-275.001;250.002;0;90
curve;825.696,-650.696;74.308;0.536;-91.072
curve;49.594,-700.406;24.598;-89.055;-91.89
line;-412.5,25;725;180
line;-812.5,-125;103.078;104.036
line;-887.5,-125;103.078;75.964
line;625,-750;70.711;-135
line;600,-1075;600;-90
line;575,-1412.5;90.139;-123.69
line;475,-1450;149.998;180
line;375,-1412.5;90.139;123.69
line;350,-1075;600;90
line;325,-750;70.711;135
line;625,-1000;70.711;-45
line;650,-1087.5;125;-90
line;625,-1175;70.711;-135
line;750,-1000;70.711;45
line;750,-1175;70.711;-45
line;725,-1087.5;125.001;90
line;225,-1075;70.71;-135
line;462.5,-1550;625;180
line;150,-1187.5;725;90
line;75,-825;150;180
line;-175,-600;100;90
line;-525,-499.996;600;180
curve;-212.506,-537.503;39.533;-18.428;126.852
curve;-47.382,-472.382;72.43;-2.072;94.144
line;775,-1262.5;575;90
line;837.5,-912.5;176.777;45
line;900,-825;50;89.999
curve;887.5,-712.498;88.39;-81.87;89.999
line;975.001,-487.501;424.999;90
curve;675.542,-273.37;299.463;-0.312;95.205
curve;261.768,-813.232;89.014;-7.597;105.194
curve;649.877,-1424.877;125.123;-0.056;-89.888
curve;275.001,-1424.999;125.002;-90.001;-89.998
curve;-773.793,-76.207;51.221;178.65;-87.3
curve;-773.967,-76.033;101.038;179.414;-88.828
line;-800,-237.5;125.001;90
line;-900,-300;250;-90
curve;-699.161,-299.161;100.843;-90.477;-89.046
curve;-824.125,-424.125;75.881;-90.661;-88.678
curve;-4.166,-654.167;170.885;-88.603;-92.795
curve;820.833,-920.832;195.876;88.781;61.928
curve;709.654,-852.967;65.884;154.884;39.523
line;-37.5,-25;25;180
line;-37.5,25;25;0
line;200,-1075;50;90
line;225,-1050;50;180
line;-50,0;50;90
