BlackHoleEscape
1
255,255,255,255
blackhole.jpg
kliets-spaceshipbackground-soundtrack.mp3
0,0,0
55

line;-49,-2;52.009614;90
line;-3,25;92.021737;1.245364
line;43,2;48.010416;-91.193489
curve;-215,-6;257.108926;-3.57828;-277.862764
curve;-208,-12;159.803004;-5.746269;-279.161989
line;-167,112;60;-90
line;-45,82;244.002049;-0.234817
line;-43,286;244;0
line;207,286;255;0
line;207,82;260.001923;0.220367
curve;-69,132;6.403124;-51.340192;-347.319617
curve;-70,237;10.630146;-131.185925;352.37185
curve;137,122;9.219544;-40.601295;342.606678
curve;135,254;17.691806;137.29061;355.41878
curve;272,192;10.816654;-146.309932;309.610688
curve;346,15;271.213816;92.535426;-36.678351
curve;318,248;166.820263;-83.458878;19.409521
curve;-152,-75;723.769204;25.797614;-152.604236
curve;-98,-87;522.649647;20.722789;-159.29207
line;-164,266;40.012498;91.432096
line;-903,-266;304.726107;155.369313
line;-901,-117;328.086879;31.413009
line;-763,-181;298.0151;-90.576784
curve;-1530,-352;1047.331403;-4.396281;67.855694
curve;-437,318;983.353955;-98.715153;-86.332022
curve;-36,423;1381.08146;-179.253247;-180.124448
curve;-22,496;1043.379711;175.111153;-176.921092
curve;-446,199;1806.87631;7.60093;-194.4034
curve;-452,153;1500.148814;12.11876;-201.721585
curve;-925,107;65.069194;-177.357455;355.595064
curve;-1145,194;75.166482;176.185925;-352.37185
curve;-2,476;2238.886554;-178.387542;-184.711352
curve;-871,879;3148.838373;-9.578984;-64.598113
curve;-93,388;1833.136689;179.531142;-177.286402
curve;-649,563;2389.726895;-2.469238;-72.061339
line;-987,-2310;1975.920292;-170.709293
line;-1033,-1906;2069.800232;-170.769772
line;-2461,-2547;1010.953016;-171.180586
line;-2554,-2149;1010.953016;-171.180586
line;-3008,-2426;408.721176;103.152224
