Ex 1
1
255,255,255,255
bg.png
0,0,0
0

line;-40,-208;420;-90
line;40,-208;420;90
curve;100,-400;141.424736;-171.859288;73.729185
line;312,-540;460;0
line;320,-480;440;0
curve;112,-408;72.993152;-170.537678;71.075356
line;272,-528;28.284272;45
line;372,-488;28.284272;-45
line;472,-528;28.284272;45
curve;532,-432;108.295892;-85.763605;81.52721
curve;484,-384;111.139552;-59.743563;29.487126
line;580,-408;60;90
curve;720,-380;140;-180;-180
line;672,-388;116.619036;59.036243
line;712,-340;20;0
line;740,-388;107.703296;-68.198591
line;860,-488;220;-90
line;760,-520;160;-90
line;-20,40;89.44272;63.434949
line;20,40;89.44272;-63.434949
curve;724,-604;136.058812;1.684684;-93.369369
line;380,-600;760;180
line;720,-800;120;-90
line;632,-688;28.284272;45
line;632,-668;28.284272;-45
line;612,-688;28.284272;135
line;612,-668;28.284272;45
line;600,-860;240;180
line;552,-800;44.72136;-63.434949
line;572,-800;44.72136;63.434949
line;572,-760;44.72136;116.565051
line;552,-760;44.72136;-116.565051
line;240,-920;494.772676;-165.963757
curve;200,-740;20;180;360
curve;304,-828;16;-56.309932;360
curve;320,-600;20;180;180
curve;20,-868;74.726168;-105.524111;211.913651
line;92,-668;28.284272;135
line;112,-668;28.284272;45
line;112,-648;28.284272;135
line;92,-648;28.284272;-135
line;0,-788;380;-90
