logan level 2
1
187,68,48,255
bg.png
03 Big Blue.mp3
0,0,0
0

line;0,50;100;180
line;-50,25;50;90
line;50,25;50;90
line;75,-25;70.711;-45
line;-75,-25;70.711;-135
line;-100,-100;100;-90
line;100,-100;100;-90
line;75,-175;70.711;-135
line;-75,-175;70.711;135
line;-50,-225;50;-90
line;50,-225;50;-90
curve;-0.151,-99.849;50;-134.827;360
line;-25,-400;50;180
curve;-48.051,-402.239;98.077;1.308;-92.27
line;-50,-325;150;-90
line;50,-325;150;-90
line;-174.849,-500.151;250.302;179.931
line;-175,-400;250;180
line;25,-300;50;180
curve;-324.998,-324.993;176.783;-81.871;-53.128
curve;-324.999,-224.998;176.779;-81.87;-53.13
curve;-528.563,-394.656;90.367;29.615;188.151
line;-525,-550;250;-53.13
line;-475,-500;250;-53.13
line;-482.714,-413.765;97.637;132.077
curve;-534.244,-386.412;20.806;-139.225;-195.504
line;-450,-700;100;-90
line;-350,-600;100;0
line;-250,-650;141.421;135
line;-400,-800;141.421;-45
line;-300,-850;100;0
line;-200,-750;100;90
curve;-323.489,-729.535;50;-165.025;360
curve;-6.81,-722.307;274.677;-152.298;122.203
curve;249.779,-844.072;24.781;-139.863;-207.141
curve;606.844,-737.176;347.996;-163.073;49.098
curve;533.849,-921.59;150.058;-117.122;145.934
curve;803.667,-776.048;156.521;-152.108;-292.439
curve;0,-702.233;222.617;-153.949;127.898
curve;250,-808.649;50.743;170.186;-160.372
curve;546.96,-753.04;251.384;-169.234;68.468
curve;503.14,-893.76;106.286;-91.693;116.006
curve;826.47,-755.882;245.249;-157.433;-287.061
curve;835.625,-1040.735;110.206;98.918;178.577
curve;853.811,-1050;50.145;94.356;171.286
line;975,-1149.999;250;0
line;975.001,-1100;249.999;0
line;1100,-1124.999;49.999;90
