logan level 5
5
187,68,48,255
bg3.png
0,0,90
0

line;0,-50;100;180
line;-50,0;100;90
line;0,50;100;0
line;112.5,-37.5;127.475;11.31
line;112.5,37.5;127.475;-11.31
curve;162.499,-112.501;88.39;81.869;-73.738
curve;175.001,-99.999;124.999;90;-90
line;250,-175;150;-90
line;312.5,-175;152.069;-80.538
line;337.5,-350;201.556;-82.875
line;275,-350;206.155;-75.964
line;262.5,-562.5;237.171;-108.435
line;325,-562.5;230.489;-102.529
line;287.5,-737.5;127.475;-101.31
line;225,-737.499;124.998;-90
curve;330,-795;105.119;-177.274;202.62
curve;328.409,-801.137;53.421;178.78;210.512
line;362.5,-750;55.902;116.565
line;412.5,-725;55.902;116.565
curve;434.376,-615.625;91.109;-157.834;-208.072
curve;435,-630.001;40.311;-150.256;-202.618
line;400,-675;50;90
line;350,-687.5;75;90
line;475,-737.5;225;-90
line;525,-737.5;225;-90
line;500,-937.5;182.003;-105.945
line;450.225,-850.323;49.554;-179.254
line;428.903,-955.465;209.753;-88.113
line;475,-1112.5;175;-90
line;400,-1112.5;182.003;-74.055
line;337.5,-1000;90.139;146.31
line;237.5,-975;125;180
line;142.805,-941.426;93.032;133.799
curve;331.947,-993.274;93.533;5.824;88.435
curve;314.996,-805.012;95.513;-83.988;-48.894
line;428.676,-1022.033;76.855;95.494
curve;271.62,-755.466;221.688;-136.576;-86.729
line;212.499,-862.5;79.059;161.565
curve;248.575,-748.948;124.999;-126.059;-94.771
line;275,-437.5;175;90
curve;142.025,-379.582;136.226;12.542;95.427
curve;114.789,-421.902;92.306;-36.433;158.257
line;188.283,-623.035;111.86;52.188
line;143.981,-534.519;146.591;-127.948
line;104.602,-597.866;15.899;135.742
line;237.603,-584.96;32.452;-22.126
line;-144.539,-344.365;524.228;-158.899
line;-146.42,-422.116;453.238;-159.694
curve;-579.186,147.94;685.066;-71.248;-36.056
curve;-600.218,-0.742;486.224;-64.263;-47.812
line;-872.508,-410.083;197.191;155.275
line;-931.051,-448.999;317.465;158.909
curve;-926.997,-296.996;79.949;-116.016;-274.978
curve;-924.419,-247.082;211.914;-136.899;-255.085
line;-763.327,-388.188;68.727;-122.876
line;-866.138,-354.06;35.302;-115.767
line;462.962,-1299.766;482.86;-82.717
line;517.003,-1363.953;338.495;-75.631
line;428.312,-1371.369;342.802;-88.893
curve;674.999,-1506.601;184.345;-169.799;103.806
curve;326.773,-1580.321;171.779;13.833;-112.799
curve;897.23,-1805.878;249.76;133.597;-211.399
curve;344.656,-1991.379;294.782;98.713;187.104
line;629.502,-1526.453;141.026;1.181
line;712.5,-1575;103.078;104.036
line;378.312,-1546.369;106.87;-176.104
line;312.501,-1625;152.069;80.538
curve;526.35,-1720.599;228.25;11.524;-184.123
line;637.498,-2099.998;469.709;-154.799
line;687.502,-2162.499;571.182;23.199
line;-827.895,-393.502;103.202;152.851
