logan level 1
1
187,68,48,255
bg3.png
02 Mute City.mp3
0,0,0
40

line;50,-125;350;-90
line;-50,-125;350;-90
curve;0,50;50;0;180
curve;-50.447,-299.554;100.448;-0.254;-89.491
line;-375,-399.999;650;-180
line;-200,-300;300;180
curve;-342.665,-35.331;264.772;-91.587;-49.956
curve;-747.63,-333.947;238.745;34.128;44.364
line;-824.999,-100.001;250.001;180
line;-825,-275;353.554;135
line;-999.999,-100;100.001;179.999
line;-1000,-149.999;100;-179.999
line;-1050,-350;400;-90
curve;-1049.69,-350.307;250.31;90.071;89.858
line;-1275,-449.999;206.158;-75.964
curve;-999.745,-549.745;50.256;-179.709;89.418
curve;-1001.557,-551.557;248.448;179.641;90.718
line;-875,-800;250;0
line;-875,-600;250;0
curve;-748.548,-551.452;48.57;-91.713;93.426
curve;-600.789,-549.211;99.214;-179.544;-90.912
curve;-597.995,-547.995;98.015;91.172;-92.344
curve;-457.434,-557.434;43.21;170.094;109.812
curve;-450,-800;200;90;-180
curve;-757.312,-625.451;122.217;-85.314;108.258
curve;-500.961,-552.039;99.06;178.822;102.79
line;-600,-800;300;180
line;-450,-875;150;-90
line;-625,-950;350;180
line;-625,-1000;350;180
line;-1025,-875;474.342;161.565
line;-1025,-925;474.342;161.565
line;-1400,-800;300;180
line;-1400,-850;300;180
curve;-1525,-625;176.777;-98.13;-163.74
curve;-1525,-625;226.384;-96.34;-167.32
curve;-1550,-350;100;-90.001;180.002
curve;-1550.001,-350;50.001;-89.999;179.999
line;-1600,-299.999;99.999;-179.999
line;-1674.999,-275;70.711;135.001
line;-1700,-200;100;90
line;-1550.001,-200;100;89.999
line;-1625,-150;150;0
