logan level 4
4
187,68,48,255
bg3.png
05 Fire Field.mp3
0,0,90
0

line;250,50;600;180
line;-50,0;100;-90
line;250,-50;600;0
curve;548.904,-51.096;101.102;89.379;-88.758
line;650,-275;450;-90
line;550,-275;450;-90
line;525,-550;111.803;-116.565
line;650,-825;650;-90
line;500,-875;550;-90
curve;651.863,-1148.137;151.874;-179.297;88.594
line;1025.001,-1149.999;750.001;0
line;1025,-1300;750;0
curve;1425,-1824.996;525.592;92.726;-67.38
line;2125,-1700;335.41;116.565
curve;1451.31,-1794.744;646.785;22.235;72.315
line;1974.999,-1749.999;335.412;116.565
curve;2324.999,-1783.521;141.58;-151.994;123.989
curve;2316.173,-1762.452;299.613;-38.298;-114.374
line;2675.001,-1575;710.633;50.711
line;2775.655,-1674.069;708.364;50.697
curve;2599.617,-1000.383;565.686;-44.945;179.89
line;2600,-999.999;848.527;135
curve;2600,-1000;424.264;-45;180
line;2200,-800;282.843;-135
line;2100,-700;282.843;-135
line;645.412,-970.874;42.746;-102.396
line;1018.092,-1294.641;53.037;13.392
line;361.444,-45.044;35.96;18.06
line;2136.721,-1738.785;57.936;-79.447
line;2740.372,-1500.817;30.815;37.875
line;2765.034,-1678.852;34.252;67.99
line;2504.232,-1788.983;33.93;35.273
line;2610.985,-1868.035;49.328;66.595
line;2645.105,-1619.057;45.725;34.16
line;2858.949,-1566.018;38.518;68.386
line;2864.692,-1347.782;34.485;34.624
line;2978.878,-1417.036;42.303;63.434
line;2750,-850;424.264;45
line;2600,-775;450;90
line;2825,-1000;450;0
line;2675,-825;380.789;66.801
line;2525,-825;380.789;113.199
line;2775,-925;380.789;23.199
line;2775,-1075;380.789;-23.199
line;2675,-1175;380.788;-66.802
line;2425,-925;380.789;156.801
line;2050,-850;141.421;-45
